interaction_id,source_id,pop_id,ReportedCommonName,ReportedScientificName,method,count_sample,count_dietitems,percent_FO,percent_relativeFO,percent_weight,percent_volume,via,percent_IV,HarmonizedScientificName,study_specificity,life-stage,winter,spring,summer,autumn,location_of_interaction,notes
int_1395,Castillo Picazo 2008,Castillo Picazo 2008a,materia organica no identificada,n/a,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,debris,elevated,,,,,,page 30,VIA extracted from Figura 9
int_1396,Castillo Picazo 2008,Castillo Picazo 2008b,Rata algodonera,Sigmodon hispidus,scat,21,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Sigmodon hispidus,unique,,,,,,Anexo 4; Anexo 2,"diciembre, abril; VIA extracted from Figura 9 "
int_1397,Castillo Picazo 2008,Castillo Picazo 2008b,Ratón,Peromyscus maniculatus,scat,14,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Peromyscus maniculatus,unique,,,,,,Anexo 4; Anexo 2,"abril, junio, julio; VIA extracted from Figura 9 "
int_1398,Castillo Picazo 2008,Castillo Picazo 2008b,Ratón,Peromyscus difficilis,scat,2,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Peromyscus difficilis,unique,,,,,,Anexo 4; Anexo 2,junio; VIA extracted from Figura 9 
int_1399,Castillo Picazo 2008,Castillo Picazo 2008b,Ardillón,Spermophilus variegatus,scat,10,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Otospermophilus variegatus,unique,,,,,,Anexo 4; Anexo 2,"enero, abril, junio; VIA extracted from Figura 9 "
int_1400,Castillo Picazo 2008,Castillo Picazo 2008b,un roedor determinado hasta nivel de order,Rodentia ,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Rodentia,elevated,,,,,,page 32,VIA extracted from Figura 9
int_1401,Castillo Picazo 2008,Castillo Picazo 2008b,Biznaguita de chilito,Mammillaria magnimmama,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Mammillaria magnimamma,unique,fruit; seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1402,Castillo Picazo 2008,Castillo Picazo 2008b,Nopal de tuna colorada,Opuntia streptacantha,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Opuntia streptacantha,unique,fruit; seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1403,Castillo Picazo 2008,Castillo Picazo 2008b,Nopal de tuna fina,Opuntia megacantha,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Opuntia ficus-indica,unique,fruit; seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1404,Castillo Picazo 2008,Castillo Picazo 2008b,"Carricillo, Cóngora",Phytolacca icosandra,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Phytolacca icosandra,unique,fruit; seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1405,Castillo Picazo 2008,Castillo Picazo 2008b,Capulín,Prunus serothina,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Prunus serotina,unique,fruit; seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1406,Castillo Picazo 2008,Castillo Picazo 2008b,Pastos,Gramineae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Poaceae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1407,Castillo Picazo 2008,Castillo Picazo 2008b,Garambullo,Myrtillocactus geometrizans,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Myrtillocactus geometrizans,unique,fruit; seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1408,Castillo Picazo 2008,Castillo Picazo 2008b,Acahual,Simsia amplixicaulis,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,"Simsia amplexicaulis",unique,fruit,,,,,Anexo 4,VIA extracted from Figura 9
int_1409,Castillo Picazo 2008,Castillo Picazo 2008b,Manto de la virgen,Ipomoea sp.,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Ipomoea,unique,fruit; seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1410,Castillo Picazo 2008,Castillo Picazo 2008b,n/a,Solanum sp.,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Solanum,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1411,Castillo Picazo 2008,Castillo Picazo 2008b,Pasiflora,Passiflora sp.,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Passiflora,unique,seed,,,,,Anexo 4,VIA extracted from Figura 9
int_1412,Castillo Picazo 2008,Castillo Picazo 2008b,semillas no identificadas 1,n/a,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Plantae,elevated,,,,,,page 32,VIA extracted from Figura 9
int_1413,Castillo Picazo 2008,Castillo Picazo 2008b,Chapulín,Acrididae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Acrididae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1414,Castillo Picazo 2008,Castillo Picazo 2008b,Avispa,Vespidae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Vespidae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1415,Castillo Picazo 2008,Castillo Picazo 2008b,n/a,Chrysomelidae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Chrysomelidae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1416,Castillo Picazo 2008,Castillo Picazo 2008b,Hormiga,Formicidae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Formicidae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1417,Castillo Picazo 2008,Castillo Picazo 2008b,n/a,Melolonthidae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Melolonthinae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1418,Castillo Picazo 2008,Castillo Picazo 2008b,n/a,Scarabaeidae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Scarabaeidae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1419,Castillo Picazo 2008,Castillo Picazo 2008b,n/a,Tipulidae,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Tipulidae,unique,,,,,,Anexo 4,VIA extracted from Figura 9
int_1420,Castillo Picazo 2008,Castillo Picazo 2008b,n/a,aves,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Aves,unique,,,,,,page 32,VIA extracted from Figura 9
int_1421,Castillo Picazo 2008,Castillo Picazo 2008b,a nivel de orden un insecto,Coleoptera,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Coleoptera,elevated,,,,,,page 32,VIA extracted from Figura 9
int_1422,Castillo Picazo 2008,Castillo Picazo 2008b,Materia vegetal no identificada ,n/a,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,Plantae,elevated,,,,,,page 32,VIA extracted from Figura 9
int_1423,Castillo Picazo 2008,Castillo Picazo 2008b,materia organica no identificada,n/a,scat,,,calculated not provided ,calculated not provided ,calculated not provided ,n/a,,n/a,debris,elevated,,,,,,page 32,VIA extracted from Figura 9
int_1205,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Acrididae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Acrididae,,,,,,,Fig. 1,
int_1229,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Acrididae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Acrididae,,,,,,,Fig. 2,
int_1203,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,Materia Orgánica no identificada,n/a,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Animalia,,,,,,,Fig. 1,
int_1224,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,Materia Orgánica no identificada,n/a,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Animalia,,,,,,,Fig. 2,
int_1204,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Apidae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Apidae,unique,,,,,,Fig. 1,
int_1209,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Aves,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Aves,,,,,,,Fig. 1,
int_1230,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Aves,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Aves,,,,,,,Fig. 2,
int_1206,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Coleoptera,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Coleoptera,,,,,,,Fig. 1,
int_1227,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Coleoptera,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Coleoptera,,,,,,,Fig. 2,
int_1207,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Formicidae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Formicidae,,,,,,,Fig. 1,
int_1226,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Formicidae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Formicidae,,,,,,,Fig. 2,
int_1219,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Geranium sp. ,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Geranium,,,,,,,Fig. 1,
int_1202,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,desechos antropogenicos,n/a,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,human-influenced,,not relevant,,,,,abstract; Fig. 1,
int_1235,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Ipomoea sp.,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Ipomoea,,,,,,,Fig. 2,
int_1210,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,mamifero,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Mammalia,,,,,,,Fig. 1,
int_1215,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Mammilaria magnimamma,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Mammillaria magnimamma,,,,,,,Fig. 1,
int_0205,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Mammilaria magnimamma,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Mammillaria magnimamma,,,,,,,Fig. 2,
int_1201,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,beetles,Melolonthidae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Melolonthinae,,,,,,,abstract; Fig.1,
int_1192,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,beetles,Melolonthidae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Melolonthinae,,,,,,,abstract; Fig. 2,
int_0206,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,fruit,Myrtillocactus geometrizans,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Myrtillocactus geometrizans,,,,,,,abstract; Fig. 2,
int_1200,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Opuntia megacantha,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Opuntia ficus-indica,,,,,,,abstract; Fig. 1,
int_1242,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Opuntia megacantha,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Opuntia ficus-indica,,,,,,,Fig. 2,
int_1199,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Opuntia streptacantha ,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Opuntia streptacantha,,,,,,,abstract; Fig. 1,
int_1241,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Opuntia streptacantha,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Opuntia streptacantha,,,,,,,Fig. 2,
int_1213,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Oryzomys couesi,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Oryzomys couesi,,,,,,,Fig. 1,
int_1234,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Spheromphilus variegatus,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Otospermophilus variegatus,,,,,,,Fig. 2,
int_1239,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Passiflora sp.,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Passiflora,,,,,,,Fig. 2,
int_1231,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Peromyscus dificilis,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Peromyscus difficilis,,,,,,,Fig. 2,
int_1232,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Peromyscus maniculatus,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Peromyscus maniculatus,,,,,,,Fig. 2,
int_1220,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Phytolacca icosandra,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Phytolacca icosandra,,,,,,,Fig. 1,
int_1222,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,Materia Vegetal no identificada,n/a,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Plantea,,,,,,,Fig. 1,
int_1225,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,Materia Vegetal no identificada,n/a,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Plantea,,,,,,,Fig. 2,
int_1223,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Gramineae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Poaceae,,,,,,,Fig. 1,
int_1240,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Gramineae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Poaceae,,,,,,,Fig. 2,
int_1216,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Prunus serothina,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Prunus serotina,,,,,,,Fig. 1,
int_1238,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Prunus serothina,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Prunus serotina,,,,,,,Fig. 2,
int_1221,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Quercus sp. ,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Quercus,,,,,,,Fig. 1,
int_1214,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Rethrodontomys sumichrasti,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Reithrodontomys sumichrasti,,,,,,,Fig. 1,
int_1211,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,rodentia,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Rodentia ,,,,,,,Fig. 1,
int_1233,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Rodentia,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Rodentia ,,,,,,,Fig. 2,
int_1208,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Sceloporus torquatus,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Sceloporus torquatus,,,,,,,Fig. 1,
int_1212,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Sciurus aureogaster ,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Sciurus aureogaster ,,,,,,,Fig. 1,
int_1191,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,rat,Simodon hispidus,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Sigmodon hispidus,,,,,,,abstract; Fig. 2,
int_1237,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Simsia amplexicaulis,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Simsia amblexicaulis ,,,,,,,Fig. 2,
int_1218,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Smilax sp. ,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Smilax,,,,,,,Fig. 1,
int_1217,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019a,n/a,Solanaceae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Solanaceae,,,,,,,Fig. 1,
int_1236,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Solanum sp. ,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Solanum,,,,,,,Fig. 2,
int_1228,Castillo Picazo and García-Collazo 2019,Castillo Picazo and García-Collazo 2019b,n/a,Vespidae,scat,not provided,,not provided,not provided,not provided,not provided,,n/a,Vespidae,,,,,,,Fig. 2,
int_1193,Chavez-Ramirez and Slack 1993,,Ashe juniper,Juniperus ashei,scat,,,,,,,,n/a,Juniperus ashei,,,,,,,,
int_1194,Chavez-Ramirez and Slack 1993,,Mammal,Mammalia,scat,,,,,,,,n/a,Mammalia,,,,,,,,
int_0209,Cinta 2013,Cinta 2013,n/a,Acrilidae,scat,not provided,,18.1,not provided,not provided,not provided,,n/a,Acrididae,,,,,,,abstract,
int_0210,Cinta 2013,Cinta 2013,n/a,Dichotomius carolinus,scat,not provided,,12.3,not provided,not provided,not provided,,n/a,Dichotomius carolinus,,,,,,,abstract,
int_0207,Cinta 2013,Cinta 2013,n/a,Juniperus deppeana,scat,not provided,,92.0,not provided,not provided,not provided,,n/a,Juniperus deppeana,,,yes,yes,yes,yes,abstract,
int_0208,Cinta 2013,Cinta 2013,n/a,Phyllophaga sp.,scat,not provided,,7.7,not provided,not provided,not provided,,n/a,Phyllophaga,,,,,,,abstract,
int_0211,Cisneros-Moreno and Martínez-Corone 2019,,House cricket,Acheta domesticus,scat,,,,,,,,n/a,Acheta domesticus,,,,,,,,
int_0212,Cisneros-Moreno and Martínez-Corone 2019,,Soursop,Annona muricata,scat,,,,,,,,n/a,Annona muricata,,,,,,,,
int_0213,Cisneros-Moreno and Martínez-Corone 2019,,Leafcutter ant,Arthropoda,scat,,,,,,,,n/a,Atta cephalotes,,,,,,,,
int_0214,Cisneros-Moreno and Martínez-Corone 2019,,Bird,Aves,scat,,,,,,,,n/a,Aves,,,,,,,,
int_0215,Cisneros-Moreno and Martínez-Corone 2019,,Ground beetle,Coleoptera/Carabidae,scat,,,,,,,,n/a,Carabidae,,,,,,,,
int_0219,Cisneros-Moreno and Martínez-Corone 2019,,Loquat,Eriobotrya,scat,,,,,,,,n/a,Eriobotrya,,,,,,,,
int_0220,Cisneros-Moreno and Martínez-Corone 2019,,Fig,Ficus sp.,scat,,,,,,,,n/a,Ficus,,,,,,,,
int_0221,Cisneros-Moreno and Martínez-Corone 2019,,Earwig,Forficula,scat,,,,,,,,n/a,Forficula,,,,,,,,
int_0222,Cisneros-Moreno and Martínez-Corone 2019,,Fowls,Galliformes,scat,,,,,,,,n/a,Galliformes,,eggs,,,,,,
int_0223,Cisneros-Moreno and Martínez-Corone 2019,,Red junglefowl,Gallus gallus,scat,,,,,,,,n/a,Gallus gallus,,,,,,,,
int_0224,Cisneros-Moreno and Martínez-Corone 2019,,house finch,Haemorus mexicanus,scat,,,,,,,,n/a,Haemorhous mexicanus,,,,,,,,
int_0225,Cisneros-Moreno and Martínez-Corone 2019,,n/a,Manilkara,scat,,,,,,,,n/a,Manilkara,,,,,,,,
int_0226,Cisneros-Moreno and Martínez-Corone 2019,,Buderigar,Melopsittacus undulatus,scat,,,,,,,,n/a,Melopsittacus undulatus,,,,,,,,
int_0227,Cisneros-Moreno and Martínez-Corone 2019,,canyon townee,Melozone fusca,scat,,,,,,,,n/a,Melozone fusca,,,,,,,,
int_0228,Cisneros-Moreno and Martínez-Corone 2019,,Bronzed cowbird,Molothrus aeneus,scat,,,,,,,,n/a,Molothrus aeneus,,,,,,,,
int_0229,Cisneros-Moreno and Martínez-Corone 2019,,n/a,Odonata,scat,,,,,,,,n/a,Odonata,,,,,,,,
int_0230,Cisneros-Moreno and Martínez-Corone 2019,,European rabbit,Oryctolagus cuniculus,scat,,,,,,,,n/a,Oryctolagus cuniculus,,,,,,,,
